,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,max_steps,leverage_ratio
94,MMEA-QR,1000,2,0.45,0.4,119286.00008215255,100,0.5291140079498291,0.9997705994559285,0.49964173677139406,0.5013780378635851,False,True,502,100,0.2
95,FAST-LTS,1000,2,0.45,0.4,10533.154868210888,13,0.30132800340652466,0.9998968647006534,0.22881511254516557,0.2299068400080829,False,True,502,100,0.2
96,MOEA-I,1000,2,0.45,0.4,54942.97498367101,100,0.4109410047531128,0.9999624246020836,1.2427780027159296,1.2508868707855036,False,True,502,100,0.2
97,MOEA-QR,1000,2,0.45,0.4,58370.339066492,100,1.7408889532089233,0.9998253828889896,0.522966712688968,0.5546135453746548,False,True,502,100,0.2
98,MMEA-I,1000,2,0.45,0.4,51891.35616101067,100,0.10769899934530258,0.9997634897733569,0.9451637217685571,0.957881070270411,False,True,502,100,0.2
99,MMEA-QR,1000,2,0.45,0.4,62736.235406466396,100,0.4834290146827698,0.9969558158010153,0.6064299024752287,0.6336268749010742,False,True,502,100,0.2
100,FAST-LTS,1000,2,0.45,0.4,13974.619524429338,11,0.28967900667339563,0.9995335886644647,1.1774692609053807,1.1782514064091645,False,True,502,100,0.2
101,MOEA-I,1000,2,0.45,0.4,145884.94519375384,100,0.4074150025844574,0.9997022969509746,5.27933542475987,5.282049930971204,False,True,502,100,0.2
102,MOEA-QR,1000,2,0.45,0.4,109819.31601944161,100,1.7258390188217163,0.9985242058504705,4.359242234085142,4.363494419095587,False,True,502,100,0.2
103,MMEA-I,1000,2,0.45,0.4,110240.03772594265,100,0.15611599385738373,0.9965086409714978,6.053990995481723,6.057503851723353,False,True,502,100,0.2
104,MMEA-QR,1000,2,0.45,0.4,99108.96733180768,100,0.5202919840812683,0.9990079673915987,4.505995709488399,4.509074711226113,False,True,502,100,0.2
105,FAST-LTS,1000,2,0.45,0.4,4813.238890959284,15,0.3071009982377291,0.9994929178152415,0.2789635274502956,0.28246827864058394,False,True,502,100,0.2
106,MOEA-I,1000,2,0.45,0.4,97178.48439736261,100,0.42271900177001953,0.9978065082735914,5.6304418500261715,5.636865121447019,False,True,502,100,0.2
107,MOEA-QR,1000,2,0.45,0.4,54187.47830354858,100,1.8394429683685303,0.9986507555443022,3.947777062334876,3.9517733976027,False,True,502,100,0.2
108,MMEA-I,1000,2,0.45,0.4,79346.93825735856,100,0.17515400052070618,0.9965202458366482,4.697050143753323,4.7020869835395604,False,True,502,100,0.2
109,MMEA-QR,1000,2,0.45,0.4,55899.6160227462,100,0.53855299949646,0.9975414688604243,3.9693868959475025,3.9721507441328607,False,True,502,100,0.2
110,FAST-LTS,1000,2,0.45,0.4,6873.6979065627875,27,0.31350299529731274,0.9999621923047559,0.9108349458436419,0.9110050046238399,False,True,502,100,0.2
111,MOEA-I,1000,2,0.45,0.4,50495.974703554835,100,0.4169650077819824,0.9999651736849795,3.929690179396385,3.9303988665914122,False,True,502,100,0.2
112,MOEA-QR,1000,2,0.45,0.4,67507.19962258403,100,1.852607011795044,0.999243046298817,3.988740589065396,3.989797187068736,False,True,502,100,0.2
113,MMEA-I,1000,2,0.45,0.4,45296.977394512345,100,0.16851599514484406,0.9965973897229113,2.1348649830019504,2.1386607086483003,False,True,502,100,0.2
114,MMEA-QR,1000,2,0.45,0.4,56989.481270045384,100,0.5315790176391602,0.999842540390747,3.6180757956481155,3.6187251126998765,False,True,502,100,0.2
115,FAST-LTS,1000,2,0.45,0.4,10102.00295133387,13,0.3108360059559345,0.9999995376480455,1.6833902557096503,1.684760059834971,False,True,502,100,0.2
116,MOEA-I,1000,2,0.45,0.4,41773.92633090415,100,0.41997599601745605,0.9994635123039888,0.1712988558006389,0.19742729536359932,False,True,502,100,0.2
117,MOEA-QR,1000,2,0.45,0.4,65457.974780133634,100,1.843237042427063,0.9995712853790419,0.23720413074142713,0.2549729138827705,False,True,502,100,0.2
118,MMEA-I,1000,2,0.45,0.4,41485.00021790709,100,0.1717430055141449,0.9997598706426474,0.1634094979512822,0.17769805002031283,False,True,502,100,0.2
119,MMEA-QR,1000,2,0.45,0.4,77618.31843553524,100,0.5351970195770264,0.9993812338298662,0.42063805299332324,0.4317152177567702,False,True,502,100,0.2
120,FAST-LTS,1000,2,0.45,0.4,334.14828251551245,13,0.312384010059759,0.9999999957611573,0.0520180242183635,0.052056449036926966,False,True,502,100,0.2
121,MOEA-I,1000,2,0.45,0.4,49510.56628795728,100,0.41007301211357117,0.9995173904172253,1.3637952676830074,1.3655974348412279,False,True,502,100,0.2
122,MOEA-QR,1000,2,0.45,0.4,56434.11536718639,100,1.8410450220108032,0.9997537242222796,0.9936015894691128,0.9944041032630314,False,True,502,100,0.2
123,MMEA-I,1000,2,0.45,0.4,63997.78338115447,100,0.17473599314689636,0.9999425117927477,1.3073116912015335,1.3081102497114268,False,True,502,100,0.2
124,MMEA-QR,1000,2,0.45,0.4,96378.54559481976,100,0.5415840148925781,0.9983406004873708,2.5526103311025152,2.554357867378403,False,True,502,100,0.2
125,FAST-LTS,1000,2,0.45,0.4,4057.5047320704625,16,0.3095280025154352,0.999964249610448,0.05368824528950542,0.055289318967231896,False,True,502,100,0.2
126,MOEA-I,1000,2,0.45,0.4,87245.50769383194,100,0.41599801182746887,0.9983703416140431,1.9367692351034471,1.943333356545879,False,True,502,100,0.2
127,MOEA-QR,1000,2,0.45,0.4,89739.85488068112,100,1.839697003364563,0.999130931046953,2.2929617292241624,2.296144583318153,False,True,502,100,0.2
128,MMEA-I,1000,2,0.45,0.4,89448.25957123438,100,0.17345599830150604,0.9999925230368892,2.4379061763861456,2.445104070733186,False,True,502,100,0.2
129,MMEA-QR,1000,2,0.45,0.4,120188.26343858926,100,0.5313220024108887,0.9916937914184849,3.022466724582708,3.0365883546928267,False,True,502,100,0.2
130,FAST-LTS,1000,2,0.45,0.4,8583.846146503398,40,0.3098100032657385,0.9997209616934458,0.46623014058372014,0.4685451389674641,False,True,502,100,0.2
131,MOEA-I,1000,2,0.45,0.4,47751.185082644035,100,0.41731399297714233,0.9989628881497417,1.4961888025427148,1.5085029856255665,False,True,502,100,0.2
132,MOEA-QR,1000,2,0.45,0.4,40515.07533059688,100,1.8458349704742432,0.9999952014590312,1.149230624799252,1.1556465802140763,False,True,502,100,0.2
133,MMEA-I,1000,2,0.45,0.4,41295.218627992945,100,0.1746719926595688,0.9998184773177379,1.9847409694096263,1.990592918196349,False,True,502,100,0.2
134,MMEA-QR,1000,2,0.45,0.4,54165.86721470837,100,0.5248180031776428,0.9980463271938738,1.2804505576275105,1.2951138554906845,False,True,502,100,0.2
135,FAST-LTS,1000,2,0.45,0.4,1051.4597474215384,20,0.3101589987054467,0.9999896095597031,0.03210801403811292,0.032751650783903095,False,True,502,100,0.2
136,MOEA-I,1000,2,0.45,0.4,97820.20943282463,100,0.4145970046520233,0.9974998063091768,8.7583591980101,8.760939447300698,False,True,502,100,0.2
137,MOEA-QR,1000,2,0.45,0.4,92675.18971723774,100,1.8368409872055054,0.9943854786925757,8.469158471952394,8.473595294567055,False,True,502,100,0.2
138,MMEA-I,1000,2,0.45,0.4,99379.16628164641,100,0.17419399321079254,0.9991992012402897,8.95955352712689,8.961956337551037,False,True,502,100,0.2
139,MMEA-QR,1000,2,0.45,0.4,87033.87499985646,100,0.5277330279350281,0.997829757171787,8.608839497758803,8.611811196412935,False,True,502,100,0.2
140,FAST-LTS,1000,2,0.45,0.4,18652.858540648467,11,0.313383006490767,0.9999390123326075,0.7150985019982948,0.7154636006752715,False,True,502,100,0.2
141,MOEA-I,1000,2,0.45,0.4,146832.2906292067,100,0.41353800892829895,0.9988534779784065,7.113043936439884,7.119311661555065,False,True,502,100,0.2
142,MOEA-QR,1000,2,0.45,0.4,126424.66768089554,100,1.833981990814209,0.9988074685747886,5.46201302303315,5.466973108436531,False,True,502,100,0.2
143,MMEA-I,1000,2,0.45,0.4,157575.96004327945,100,0.17255899310112,0.9981043676350096,6.03484932526152,6.039651191614948,False,True,502,100,0.2
144,MMEA-QR,1000,2,0.45,0.4,124315.33402156469,100,0.5342119932174683,0.9995673083265961,6.2642831931731155,6.267563503555315,False,True,502,100,0.2
145,FAST-LTS,1000,2,0.45,0.4,3657.461746165818,14,0.30680699879303575,0.9999817127876262,0.5873898008393722,0.5880222327837626,False,True,502,100,0.2
146,MOEA-I,1000,2,0.45,0.4,42086.83485356132,100,0.41570401191711426,0.9996844073289943,4.66720449855054,4.669161624597664,False,True,502,100,0.2
147,MOEA-QR,1000,2,0.45,0.4,57341.08450554602,100,1.8412450551986694,0.9999829932091555,5.725421856923003,5.726680275056721,False,True,502,100,0.2
148,MMEA-I,1000,2,0.45,0.4,28534.34971687471,100,0.17260900139808655,0.9993216537077926,4.791687834452267,4.793275728520395,False,True,502,100,0.2
149,MMEA-QR,1000,2,0.45,0.4,46397.49375738778,100,0.5344669818878174,0.9995903322605282,5.548130859464995,5.550183367979105,False,True,502,100,0.2
150,FAST-LTS,1000,2,0.45,0.4,15536.499864397854,12,0.3087650081142783,0.9980522658255494,0.9360582283301473,0.9421170400522334,False,True,502,100,0.2
151,MOEA-I,1000,2,0.45,0.4,68274.07131354726,100,0.40930798649787903,0.9997808609031302,1.679913245979261,1.6813181353643631,False,True,502,100,0.2
152,MOEA-QR,1000,2,0.45,0.4,61220.51064440064,100,1.8289810419082642,0.9993653654922146,1.2882802073827468,1.2892469713792762,False,True,502,100,0.2
153,MMEA-I,1000,2,0.45,0.4,75564.01351024216,100,0.1265060007572174,0.9995052899310946,0.7173096053106454,0.7199552138870347,False,True,502,100,0.2
154,MMEA-QR,1000,2,0.45,0.4,75902.40906992482,100,0.542943000793457,0.9978879357227523,0.07688868950355449,0.12521842465818636,False,True,502,100,0.2
155,FAST-LTS,1000,2,0.45,0.4,2276.195034564032,13,0.2636499982327223,0.999979156757629,0.17749692405069778,0.1777373892828963,False,True,502,100,0.2
156,MOEA-I,1000,2,0.45,0.4,113135.79611762207,100,0.35006698966026306,0.9997516536537812,3.9278425883132986,3.928219715341377,False,True,502,100,0.2
157,MOEA-QR,1000,2,0.45,0.4,117670.0814155238,100,1.828914999961853,0.9988091623781636,2.92102627735774,2.9221427601038474,False,True,502,100,0.2
158,MMEA-I,1000,2,0.45,0.4,71497.54320228807,100,0.17423699796199799,0.9997197926799555,2.6301849617250412,2.630610877620452,False,True,502,100,0.2
159,MMEA-QR,1000,2,0.45,0.4,124810.67438629287,100,0.5342699885368347,0.9983787633597643,3.3014311825425593,3.3029917056502347,False,True,502,100,0.2
160,FAST-LTS,1000,2,0.45,0.4,3954.1148067998793,17,0.19956700038164854,0.9999079073927807,0.055292092887562455,0.05872517348733815,False,True,502,100,0.2
161,MOEA-I,1000,2,0.45,0.4,110247.69924051201,100,0.41501399874687195,0.995963473646308,0.7446596272654638,0.7649032613173105,False,True,502,100,0.2
162,MOEA-QR,1000,2,0.45,0.4,41229.1079447021,100,1.845533013343811,0.999509295553127,0.19344086252395842,0.24094556739482495,False,True,502,100,0.2
163,MMEA-I,1000,2,0.45,0.4,45853.39291905958,100,0.17351900041103363,0.9998789245807338,1.1805862494493033,1.1855261671081307,False,True,502,100,0.2
164,MMEA-QR,1000,2,0.45,0.4,74590.45992032779,100,0.5336819887161255,0.9996896690724008,0.4167433162511357,0.4380631803004072,False,True,502,100,0.2
165,FAST-LTS,1000,2,0.45,0.4,5374.348070923906,18,0.30616400483995676,0.9999697400720432,0.489035607600777,0.48918256253439246,False,True,502,100,0.2
166,MOEA-I,1000,2,0.45,0.4,51384.118917043685,100,0.41510799527168274,0.998781242747758,2.4147205638197184,2.4167449602689777,False,True,502,100,0.2
167,MOEA-QR,1000,2,0.45,0.4,62338.991014301835,100,1.8695240020751953,0.9997093851321817,3.235720683033203,3.2365980752002526,False,True,502,100,0.2
168,MMEA-I,1000,2,0.45,0.4,44195.43494427628,100,0.17368899285793304,0.9998704387600295,1.8107954056064157,1.8139666760928723,False,True,502,100,0.2
169,MMEA-QR,1000,2,0.45,0.4,48444.51510044317,100,0.534512996673584,0.9996537412163947,1.8763520142492618,1.8780345522949693,False,True,502,100,0.2
170,FAST-LTS,1000,2,0.45,0.4,281.806727881118,16,0.3068689974024892,0.9999999547772939,0.026132187200778343,0.026217400027501673,False,True,502,100,0.2
171,MOEA-I,1000,2,0.45,0.4,105652.10435340652,100,0.41822999715805054,0.9989231917488594,0.8134522109007616,0.8174001795601568,False,True,502,100,0.2
172,MOEA-QR,1000,2,0.45,0.4,90361.42911336092,100,1.8551690578460693,0.9997459557845647,1.189170994465607,1.1914068082712406,False,True,502,100,0.2
173,MMEA-I,1000,2,0.45,0.4,98022.13026138642,100,0.17245200276374817,0.9996480780406404,1.8770086422066101,1.8785491909380005,False,True,502,100,0.2
